------------ Data File Created By ActiGraph wGT3XBT ActiLife v6.13.3 Firmware v1.9.2 date format M/d/yyyy Filter Normal Multiple Incline Limb: Undefined -----------
Serial Number: MOS2D25160242
Start Time 10:20:00
Start Date 7/30/2018
Epoch Period (hh:mm:ss) 00:00:01
Download Time 12:06:18
Download Date 8/1/2018
Current Memory Address: 0
Current Battery Voltage: 4.18     Mode = 61
--------------------------------------------------
Axis1,Axis2,Axis3,Steps,Lux,Inclinometer Off,Inclinometer Standing,Inclinometer Sitting,Inclinometer Lying
0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1
3,20,21,0,0,0,0,0,1
31,2,0,0,0,0,1,0,0
108,30,68,0,0,0,1,0,0
76,68,58,0,0,0,1,0,0
62,49,17,0,0,0,1,0,0
5,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
5,5,22,1,0,0,0,1,0
18,3,17,0,0,0,1,0,0
0,4,16,0,0,0,1,0,0
0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
41,18,21,0,0,0,1,0,0
74,98,102,1,0,0,1,0,0
10,0,56,0,0,0,1,0,0
0,0,5,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1
84,10,56,1,0,0,1,0,0
99,7,28,1,0,0,1,0,0
32,52,6,1,0,0,1,0,0
25,68,29,1,0,0,1,0,0
43,64,62,1,0,0,1,0,0
42,44,74,1,0,0,1,0,0
19,61,35,1,0,0,1,0,0
33,74,7,1,0,0,1,0,0
21,93,8,1,0,0,1,0,0
109,57,31,1,0,0,1,0,0
34,46,5,0,0,0,1,0,0
167,79,7,0,0,0,1,0,0
73,48,38,1,0,0,1,0,0
106,0,20,0,0,0,1,0,0
80,5,33,0,0,0,1,0,0
92,67,134,0,0,0,1,0,0
142,45,137,1,0,0,1,0,0
158,48,96,0,0,0,1,0,0
185,118,131,0,0,0,1,0,0
114,86,13,0,0,0,1,0,0
155,101,52,0,0,0,1,0,0
233,135,52,1,0,0,1,0,0
49,101,67,1,0,0,1,0,0
27,61,14,2,0,0,1,0,0
45,56,24,0,0,0,1,0,0
37,27,44,1,0,0,1,0,0
26,20,48,0,0,0,1,0,0
26,30,56,1,0,0,1,0,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,6,0,0,0,0,1,0
0,11,10,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
17,6,0,1,0,0,1,0,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,3,0,0,0,0,0,1,0
3,63,33,1,0,0,0,1,0
58,40,52,0,0,0,1,0,0
26,57,101,1,0,0,1,0,0
18,106,113,1,0,0,1,0,0
313,147,120,1,0,0,1,0,0
304,98,189,0,0,0,1,0,0
28,28,104,0,0,0,1,0,0
26,11,11,0,0,0,1,0,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,1,7,0,0,0,0,1,0
27,38,90,2,0,0,1,0,0
98,83,98,0,0,0,1,0,0
51,32,51,1,0,0,1,0,0
67,36,60,1,0,0,1,0,0
86,56,62,1,0,0,1,0,0
53,86,92,1,0,0,1,0,0
313,122,112,0,0,0,1,0,0
107,227,55,1,0,0,1,0,0
174,113,77,0,0,0,1,0,0
20,80,113,1,0,0,1,0,0
46,48,113,1,0,0,1,0,0
23,20,16,0,0,0,1,0,0
14,22,15,0,0,0,1,0,0
0,17,21,0,0,0,0,1,0
70,67,75,0,0,0,1,0,0
200,150,62,0,0,0,1,0,0
358,283,341,0,0,0,1,0,0
244,148,73,1,0,0,1,0,0
143,272,113,1,0,0,1,0,0
79,65,0,0,0,0,1,0,0
40,40,0,0,0,0,1,0,0
44,99,18,1,0,0,1,0,0
128,181,58,0,0,0,1,0,0
126,265,165,1,0,0,1,0,0
33,19,107,0,0,0,1,0,0
122,385,155,1,0,0,1,0,0
141,164,141,0,0,0,1,0,0
236,259,117,1,0,0,1,0,0
156,160,186,1,0,0,1,0,0
64,193,107,1,0,0,1,0,0
208,72,76,0,0,0,1,0,0
142,89,208,0,0,0,1,0,0
57,23,50,1,0,0,1,0,0
12,4,40,1,0,0,1,0,0
49,10,68,1,0,0,1,0,0
27,44,124,2,0,0,1,0,0
65,49,86,1,0,0,1,0,0
17,37,74,1,0,0,1,0,0
187,189,81,0,0,0,1,0,0
136,40,169,1,0,0,1,0,0
30,100,110,1,0,0,1,0,0
82,141,310,0,0,0,1,0,0
24,43,151,1,0,0,1,0,0
0,7,38,0,0,0,0,0,1
0,0,15,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1
44,20,37,0,0,0,1,0,0
76,30,8,1,0,0,1,0,0
36,5,22,1,0,0,1,0,0
0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1
31,133,152,1,0,0,1,0,0
3,50,52,0,74,1,0,0,0
62,64,76,1,45,0,1,0,0
52,8,1,0,0,0,1,0,0
14,153,291,0,0,0,1,0,0
52,87,153,1,0,0,1,0,0
50,98,164,0,0,0,1,0,0
34,58,0,0,0,0,1,0,0
0,5,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1
139,165,39,0,0,0,1,0,0
113,78,35,1,0,0,1,0,0
185,121,84,0,0,0,1,0,0
46,0,28,0,0,0,1,0,0
20,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1
5,0,1,0,0,0,0,0,1
22,27,24,0,0,0,1,0,0
0,0,0,0,0,0,0,0,1
0,0,0,0,70,0,0,0,1
0,0,0,0,57,0,0,0,1
16,16,8,1,59,0,1,0,0
14,7,43,0,0,0,1,0,0
159,83,46,1,0,0,1,0,0
256,183,208,1,0,0,1,0,0
87,126,273,1,0,0,1,0,0
50,75,177,0,74,0,1,0,0
43,28,97,1,0,0,1,0,0
13,31,214,1,0,0,1,0,0
11,82,173,0,0,0,1,0,0
0,15,46,0,0,0,0,0,1
98,15,76,0,64,0,1,0,0
27,0,30,0,82,0,1,0,0
52,0,0,0,55,0,1,0,0
6,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
40,19,129,0,0,0,1,0,0
107,53,154,1,0,0,1,0,0
266,86,296,0,0,0,1,0,0
160,147,137,1,0,0,1,0,0
213,146,192,1,0,0,1,0,0
75,57,121,0,0,0,1,0,0
65,14,85,0,0,0,1,0,0
71,111,180,1,0,0,1,0,0
39,70,78,0,0,0,1,0,0
151,95,63,0,0,0,1,0,0
79,43,37,0,0,0,1,0,0
40,17,0,0,0,0,1,0,0
1,2,19,0,0,0,0,1,0
106,80,194,0,0,0,1,0,0
220,57,281,1,0,0,1,0,0
177,194,228,2,0,0,1,0,0
170,72,127,0,0,0,1,0,0
54,128,87,1,0,0,1,0,0
129,68,126,0,0,0,1,0,0
157,98,102,0,0,0,1,0,0
63,36,24,0,0,0,1,0,0
66,27,0,0,0,0,1,0,0
6,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
89,74,215,0,0,0,1,0,0
112,40,109,2,0,0,1,0,0
238,100,237,0,0,0,1,0,0
241,49,269,1,0,0,1,0,0
89,69,115,1,0,0,1,0,0
185,114,85,0,0,0,1,0,0
60,34,61,0,0,0,1,0,0
10,4,13,0,0,0,1,0,0
174,61,95,0,0,0,1,0,0
221,50,155,1,0,0,1,0,0
47,26,5,0,0,0,1,0,0
19,0,0,0,0,0,1,0,0
42,33,34,1,0,0,1,0,0
24,121,46,0,0,0,1,0,0
46,60,169,2,0,0,1,0,0
72,136,129,0,0,0,1,0,0
66,87,105,2,0,0,1,0,0
90,37,18,1,0,0,1,0,0
48,43,24,2,0,0,1,0,0
85,109,29,0,0,0,1,0,0
40,108,24,0,0,0,1,0,0
105,41,31,1,0,0,1,0,0
109,56,68,1,0,0,1,0,0
27,33,115,1,0,0,1,0,0
84,40,123,0,0,0,1,0,0
121,6,26,1,0,0,1,0,0
116,89,88,0,0,0,1,0,0
70,22,109,1,0,0,1,0,0
64,20,99,2,0,0,1,0,0
47,40,80,0,64,0,1,0,0
49,35,67,0,0,0,1,0,0
45,16,8,1,0,0,1,0,0
26,31,70,1,0,0,1,0,0
126,68,27,0,0,0,1,0,0
84,56,83,2,0,0,1,0,0
195,57,187,1,0,0,1,0,0
170,168,139,1,0,0,1,0,0
46,18,37,0,0,0,1,0,0
187,96,90,1,0,0,1,0,0
225,305,274,1,0,0,1,0,0
130,191,198,1,0,0,1,0,0
104,77,117,0,0,0,1,0,0
43,53,119,0,0,0,1,0,0
19,9,99,0,0,0,1,0,0
2,71,111,0,0,0,0,1,0
82,268,125,0,0,0,1,0,0
83,121,44,0,0,0,1,0,0
148,239,241,0,53,0,1,0,0
64,86,93,1,160,0,1,0,0
17,43,57,0,0,0,1,0,0
10,17,47,0,0,0,1,0,0
38,178,147,1,0,0,1,0,0
41,85,44,1,0,0,1,0,0
76,208,45,0,0,0,1,0,0
118,227,127,1,0,0,1,0,0
77,136,144,0,0,0,1,0,0
123,114,213,0,375,0,1,0,0
142,36,181,1,0,0,1,0,0
37,25,60,0,0,0,1,0,0
28,0,44,0,0,0,1,0,0
59,1,68,1,0,0,1,0,0
21,18,96,1,0,0,1,0,0
121,106,80,0,0,0,1,0,0
158,208,61,0,0,0,1,0,0
26,291,109,1,0,0,1,0,0
82,113,102,0,0,0,1,0,0
33,74,147,1,0,0,1,0,0
29,75,174,1,0,0,1,0,0
40,61,76,0,0,0,1,0,0
133,104,44,0,0,0,1,0,0
39,44,27,1,0,0,1,0,0
146,187,47,0,0,0,1,0,0
46,227,78,1,0,0,1,0,0
4,80,47,1,0,0,0,0,1
186,127,121,0,0,0,1,0,0
89,173,125,1,0,0,1,0,0
50,53,40,1,0,0,1,0,0
37,79,48,1,0,0,1,0,0
86,86,35,1,0,0,1,0,0
68,83,46,2,0,0,1,0,0
52,56,46,1,0,0,1,0,0
80,41,24,1,0,0,1,0,0
151,24,49,1,0,0,1,0,0
57,50,53,0,0,0,1,0,0
124,52,69,0,0,0,1,0,0
138,79,106,1,0,0,1,0,0
50,97,163,0,0,0,1,0,0
27,0,60,1,0,0,1,0,0
6,0,44,0,0,0,0,1,0
0,0,3,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,12,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,14,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
68,49,89,0,0,0,1,0,0
129,122,125,0,0,0,1,0,0
31,152,28,1,0,0,1,0,0
27,43,0,0,0,0,1,0,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
90,88,124,0,0,0,1,0,0
60,46,121,0,0,0,1,0,0
32,64,88,0,0,0,1,0,0
0,16,16,0,0,0,0,1,0
0,9,25,0,0,0,0,1,0
0,14,33,0,0,0,0,1,0
0,20,125,0,0,0,0,1,0
0,0,81,0,0,0,0,1,0
0,0,9,0,0,0,0,1,0
0,0,5,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,2,0,0,0,0,1,0
0,0,4,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,5,64,0,0,0,0,1,0
63,4,59,1,0,0,1,0,0
27,68,16,1,0,0,1,0,0
0,38,50,0,0,1,0,0,0
0,6,4,0,0,1,0,0,0
0,0,0,0,0,1,0,0,0
0,0,0,0,0,1,0,0,0
0,0,0,0,0,1,0,0,0
0,2,0,0,0,1,0,0,0
0,0,0,0,0,1,0,0,0
0,0,0,0,0,1,0,0,0
0,2,0,0,0,1,0,0,0
0,0,0,0,0,1,0,0,0
0,0,0,0,0,1,0,0,0
0,0,0,0,0,1,0,0,0
0,0,0,0,0,1,0,0,0
0,0,0,0,0,1,0,0,0
0,0,0,0,0,1,0,0,0
0,0,0,0,0,1,0,0,0
0,0,0,0,0,1,0,0,0
0,0,0,0,0,1,0,0,0
0,0,0,0,0,1,0,0,0
0,0,0,0,0,1,0,0,0
0,0,0,0,0,1,0,0,0
0,0,0,0,0,1,0,0,0
0,0,0,0,0,1,0,0,0
0,0,0,0,0,1,0,0,0
0,0,0,0,0,1,0,0,0
0,0,0,0,0,1,0,0,0
0,0,0,0,0,1,0,0,0
0,0,0,0,0,1,0,0,0
0,0,0,0,0,1,0,0,0
0,0,0,0,0,1,0,0,0
0,0,0,0,0,1,0,0,0
0,0,0,0,0,1,0,0,0
0,0,0,0,0,1,0,0,0
0,0,0,0,0,1,0,0,0
0,0,0,0,0,1,0,0,0
0,0,0,0,0,1,0,0,0
0,0,0,0,0,1,0,0,0
0,0,0,0,0,1,0,0,0
0,0,0,0,0,1,0,0,0
23,0,0,0,0,0,1,0,0
81,106,31,1,0,0,1,0,0
30,36,0,0,0,0,1,0,0
4,0,0,0,0,0,0,0,1
0,0,0,0,41,0,0,0,1
0,0,0,0,41,0,0,0,1
0,0,0,0,43,0,0,0,1
0,0,0,0,41,0,0,0,1
0,0,0,0,43,0,0,0,1
0,0,0,0,43,0,0,0,1
0,0,0,0,43,0,0,0,1
0,0,0,0,43,0,0,0,1
0,0,0,0,43,0,0,0,1
0,0,0,0,43,0,0,0,1
0,0,0,0,43,0,0,0,1
0,0,0,0,43,0,0,0,1
0,0,0,0,43,0,0,0,1
0,0,0,0,43,0,0,0,1
0,0,0,0,43,0,0,0,1
0,0,0,0,43,0,0,0,1
0,0,0,0,41,0,0,0,1
0,0,0,0,43,0,0,0,1
0,0,0,0,43,0,0,0,1
0,0,0,0,43,0,0,0,1
0,0,0,0,43,0,0,0,1
0,0,0,0,43,0,0,0,1
0,0,0,0,41,0,0,0,1
0,0,0,0,43,0,0,0,1
0,0,0,0,43,0,0,0,1
0,0,0,0,43,0,0,0,1
0,0,0,0,43,0,0,0,1
0,0,0,0,43,0,0,0,1
0,0,0,0,43,0,0,0,1
0,0,0,0,41,0,0,0,1
0,0,0,0,41,0,0,0,1
0,0,0,0,43,0,0,0,1
0,0,0,0,43,0,0,0,1
0,0,0,0,41,0,0,0,1
0,27,0,0,43,0,0,0,1
112,86,66,1,0,0,1,0,0
40,108,186,0,0,0,1,0,0
44,7,45,1,0,0,1,0,0
14,0,32,0,0,0,1,0,0
0,0,0,0,0,0,0,1,0
0,0,23,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,7,0,0,0,0,1,0
0,0,15,0,0,0,0,1,0
0,0,10,0,0,0,0,1,0
0,0,2,0,0,0,0,1,0
0,0,11,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,4,0,0,0,0,1,0
0,0,3,0,0,0,0,1,0
0,0,8,0,0,0,0,1,0
0,0,5,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,34,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,6,56,0,0,0,0,1,0
0,0,20,0,0,0,0,1,0
0,0,1,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,3,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,7,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,9,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,8,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,6,0,0,0,0,1,0
0,53,92,0,0,0,0,1,0
70,9,24,0,0,0,1,0,0
142,227,111,0,0,0,1,0,0
182,226,84,1,0,0,1,0,0
140,152,34,0,0,0,1,0,0
2,25,0,1,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
3,16,17,0,0,0,0,1,0
104,200,152,0,0,0,1,0,0
43,78,45,0,0,0,1,0,0
33,0,45,0,0,0,1,0,0
69,56,76,0,0,0,1,0,0
50,18,64,1,0,0,1,0,0
43,0,56,0,0,0,1,0,0
0,0,9,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,17,22,0,0,0,0,1,0
0,43,0,0,0,0,0,1,0
0,36,0,0,0,0,1,0,0
0,9,10,0,0,0,1,0,0
12,28,47,0,0,0,1,0,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
3,4,0,0,0,0,0,1,0
127,177,79,0,0,0,1,0,0
65,38,38,0,0,0,1,0,0
21,23,0,0,0,0,1,0,0
22,31,4,1,0,0,1,0,0
79,71,117,1,0,0,1,0,0
42,20,68,1,0,0,1,0,0
39,35,65,0,0,0,1,0,0
65,51,156,1,0,0,1,0,0
80,68,60,1,0,0,1,0,0
0,0,63,0,0,0,0,0,1
0,0,7,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1
0,0,9,0,0,0,0,0,1
64,69,177,1,0,0,1,0,0
120,125,214,0,0,0,1,0,0
8,20,63,0,0,0,1,0,0
0,0,26,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,2,31,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
1,5,10,0,0,0,0,1,0
10,18,18,0,0,0,1,0,0
34,155,118,1,0,0,1,0,0
0,61,81,0,0,0,1,0,0
0,39,10,0,0,0,1,0,0
0,0,2,0,0,0,1,0,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,109,28,0,0,0,1,0,0
0,36,0,0,0,0,0,1,0
0,3,3,0,0,0,0,1,0
0,5,22,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,64,14,0,0,0,1,0,0
0,6,0,0,0,0,1,0,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,5,0,0,0,0,0,1,0
114,91,90,2,0,0,1,0,0
178,59,161,0,0,0,1,0,0
32,0,37,0,0,0,1,0,0
0,0,41,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,17,10,0,0,0,0,1,0
1,33,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,7,5,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,49,45,0,0,0,0,1,0
0,0,7,0,0,0,0,1,0
0,0,4,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,6,2,0,0,0,0,1,0
0,124,49,0,0,0,0,1,0
0,55,0,0,0,0,0,1,0
0,22,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,122,51,0,0,0,1,0,0
0,168,85,0,0,0,1,0,0
0,14,0,0,0,0,0,1,0
43,123,36,1,0,0,1,0,0
65,109,109,0,0,0,1,0,0
47,202,123,1,0,0,1,0,0
13,14,63,0,0,0,1,0,0
0,24,40,0,0,1,0,0,0
0,0,0,0,0,1,0,0,0
0,0,0,0,0,1,0,0,0
0,0,0,0,0,1,0,0,0
0,0,0,0,0,1,0,0,0
0,0,0,0,0,1,0,0,0
0,0,0,0,0,1,0,0,0
0,0,0,0,0,1,0,0,0
0,0,0,0,0,1,0,0,0
0,0,0,0,0,1,0,0,0
0,0,0,0,0,1,0,0,0
0,0,0,0,0,1,0,0,0
0,0,0,0,0,1,0,0,0
0,0,0,0,0,1,0,0,0
0,0,0,0,0,1,0,0,0
0,0,0,0,0,1,0,0,0
0,0,0,0,0,1,0,0,0
0,0,0,0,0,1,0,0,0
0,0,0,0,0,1,0,0,0
