------------ Data File Created By ActiGraph wGT3XBT ActiLife v6.13.3 Firmware v1.9.2 date format M/d/yyyy Filter Normal Multiple Incline Limb: Undefined -----------
Serial Number: MOS2D25160242
Start Time 10:20:00
Start Date 7/30/2018
Epoch Period (hh:mm:ss) 00:00:01
Download Time 12:06:18
Download Date 8/1/2018
Current Memory Address: 0
Current Battery Voltage: 4.18     Mode = 61
--------------------------------------------------
Axis1,Axis2,Axis3,Steps,Lux,Inclinometer Off,Inclinometer Standing,Inclinometer Sitting,Inclinometer Lying
0,57,27,0,0,0,0,0,1
59,30,164,1,0,0,1,0,0
27,30,135,0,49,0,1,0,0
4,75,167,0,0,0,0,0,1
0,6,88,0,0,0,0,0,1
5,1,10,0,0,0,0,0,1
127,77,84,1,0,0,1,0,0
38,27,52,1,0,0,1,0,0
25,32,109,0,0,0,1,0,0
0,23,67,0,0,0,0,0,1
0,3,24,0,45,0,0,0,1
0,0,9,0,45,0,0,0,1
191,29,196,1,47,0,1,0,0
267,126,233,0,47,0,1,0,0
37,54,27,1,822,0,1,0,0
0,7,46,0,0,0,0,0,1
0,0,11,0,0,0,0,0,1
1,30,61,0,0,0,0,0,1
0,17,28,0,0,0,0,0,1
16,39,24,1,0,0,1,0,0
0,21,13,0,0,0,0,0,1
0,37,34,0,0,0,0,0,1
24,6,35,0,0,0,1,0,0
15,17,159,1,49,0,1,0,0
39,46,253,2,0,0,1,0,0
0,36,34,0,0,0,0,0,1
0,16,51,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1
0,0,2,0,0,0,0,0,1
5,15,24,0,0,0,0,0,1
0,0,1,0,0,0,0,0,1
0,0,3,0,0,0,0,0,1
0,6,12,0,0,0,0,0,1
0,10,15,0,0,0,0,0,1
0,4,22,0,0,0,0,0,1
0,0,8,0,0,0,0,0,1
7,8,104,0,0,0,1,0,0
3,4,65,0,0,0,0,0,1
38,16,166,1,0,0,1,0,0
49,62,45,1,0,0,1,0,0
16,0,5,0,0,0,1,0,0
0,0,5,0,0,0,0,0,1
0,0,4,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1
37,18,6,1,0,0,1,0,0
84,72,44,1,0,0,1,0,0
21,53,194,1,0,0,1,0,0
0,2,123,0,0,0,0,0,1
0,0,47,0,0,0,0,0,1
0,0,14,0,0,0,0,0,1
0,0,31,0,0,0,0,0,1
0,10,36,0,0,0,0,0,1
0,19,95,0,0,0,0,0,1
0,1,50,0,0,0,0,0,1
0,45,164,0,0,0,0,0,1
0,0,100,0,0,0,0,0,1
0,0,27,0,0,0,0,0,1
0,0,12,0,0,0,0,0,1
0,0,49,0,0,0,0,0,1
0,1,36,0,0,0,0,0,1
0,48,130,0,0,0,0,0,1
4,75,228,0,0,0,0,0,1
26,40,183,0,0,0,1,0,0
23,10,30,0,0,0,1,0,0
14,0,19,0,0,0,1,0,0
20,0,9,1,0,0,1,0,0
0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1
0,5,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1
0,0,2,0,0,0,0,0,1
0,8,3,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1
0,2,6,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1
33,63,51,0,0,0,1,0,0
138,148,50,1,0,0,1,0,0
70,0,23,0,0,0,1,0,0
0,0,6,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1
0,4,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1
0,8,10,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1
5,17,16,1,0,0,0,0,1
0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1
0,0,0,0,43,0,0,0,1
0,0,0,0,45,0,0,0,1
0,0,0,0,0,0,0,0,1
0,0,0,0,43,0,0,0,1
0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1
0,0,0,0,41,0,0,0,1
2,19,19,0,41,0,0,0,1
0,10,17,0,0,0,0,0,1
17,5,18,1,0,0,1,0,0
0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1
0,19,0,0,0,0,0,0,1
7,23,5,0,0,0,1,0,0
7,4,4,1,0,0,1,0,0
0,20,20,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1
0,21,12,0,57,0,0,0,1
0,3,6,0,68,0,0,0,1
0,0,0,0,62,0,0,0,1
0,0,0,0,47,0,0,0,1
103,127,60,1,45,0,1,0,0
116,150,24,0,0,0,1,0,0
11,16,4,0,0,0,1,0,0
13,56,53,1,0,0,1,0,0
45,80,74,0,0,0,1,0,0
20,23,86,0,0,0,1,0,0
26,13,28,1,0,0,1,0,0
90,86,96,0,0,0,1,0,0
80,279,60,1,0,0,1,0,0
53,81,8,0,0,0,1,0,0
77,130,69,0,0,0,1,0,0
31,106,139,1,0,0,1,0,0
26,17,185,1,0,0,1,0,0
286,63,81,0,0,0,1,0,0
116,83,93,0,0,0,1,0,0
120,91,51,0,0,0,1,0,0
34,79,63,1,0,0,1,0,0
48,38,45,1,0,0,1,0,0
177,70,19,1,0,0,1,0,0
197,68,65,1,0,0,1,0,0
104,57,87,0,0,0,1,0,0
46,26,63,1,0,0,1,0,0
55,121,141,1,0,0,1,0,0
85,95,150,0,0,0,1,0,0
14,31,60,0,0,0,1,0,0
41,82,29,1,0,0,1,0,0
8,128,180,0,0,0,1,0,0
1,59,78,0,0,0,0,0,1
26,94,118,1,0,0,1,0,0
14,46,113,1,0,0,1,0,0
0,27,77,0,0,0,0,0,1
13,12,4,0,0,0,1,0,0
0,34,29,0,0,0,0,0,1
2,57,96,0,0,0,0,0,1
32,14,29,1,0,0,1,0,0
3,0,39,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1
8,43,53,0,0,0,1,0,0
25,40,54,0,0,0,1,0,0
75,37,34,1,0,0,1,0,0
100,131,100,0,0,0,1,0,0
3,17,16,0,0,0,0,0,1
4,0,12,1,0,0,0,0,1
0,0,13,0,0,0,0,0,1
1,0,18,0,0,0,0,0,1
26,42,102,0,0,0,1,0,0
63,8,59,1,0,0,1,0,0
0,5,44,0,0,0,0,0,1
0,0,4,0,0,0,0,0,1
11,0,4,0,0,0,1,0,0
7,13,67,1,0,0,1,0,0
41,97,136,1,0,0,1,0,0
52,90,62,1,0,0,1,0,0
63,68,68,0,0,0,1,0,0
77,112,71,1,0,0,1,0,0
102,64,84,1,0,0,1,0,0
72,64,59,0,0,0,1,0,0
94,31,33,1,0,0,1,0,0
35,37,38,0,0,0,1,0,0
3,21,29,0,0,0,0,1,0
79,65,28,1,0,0,1,0,0
204,69,66,1,0,0,1,0,0
87,59,222,1,0,0,1,0,0
38,45,120,0,0,0,1,0,0
36,67,262,1,0,0,1,0,0
132,77,88,1,0,0,1,0,0
92,58,22,0,0,0,1,0,0
49,17,83,0,349,0,1,0,0
65,40,15,1,0,0,1,0,0
22,5,19,0,0,0,1,0,0
13,15,6,1,45,0,1,0,0
54,6,13,0,0,0,1,0,0
32,0,7,0,0,0,1,0,0
35,14,1,0,139,0,1,0,0
85,6,1,1,135,0,1,0,0
90,122,8,0,244,0,1,0,0
96,147,20,1,0,0,1,0,0
12,145,120,0,0,0,1,0,0
32,71,158,1,0,0,1,0,0
55,70,73,1,0,0,1,0,0
29,41,52,1,0,0,1,0,0
69,59,99,1,0,0,1,0,0
152,119,209,2,0,0,1,0,0
30,121,108,0,0,0,1,0,0
139,24,158,1,0,0,1,0,0
12,43,48,0,0,0,1,0,0
148,29,48,1,0,0,1,0,0
182,89,77,2,0,0,1,0,0
131,137,101,0,0,0,1,0,0
299,118,77,1,0,0,1,0,0
206,133,108,0,0,0,1,0,0
88,55,70,1,103,0,1,0,0
155,76,153,1,0,0,1,0,0
132,176,271,0,0,0,1,0,0
142,235,27,1,0,0,1,0,0
317,82,56,0,0,0,1,0,0
142,48,13,0,0,0,1,0,0
37,44,24,0,0,0,1,0,0
42,29,12,2,0,0,1,0,0
182,56,56,0,0,0,1,0,0
55,39,58,2,0,0,1,0,0
129,51,73,1,0,0,1,0,0
66,64,80,1,0,0,1,0,0
223,37,53,1,0,0,1,0,0
91,67,97,0,0,0,1,0,0
196,105,139,1,0,0,1,0,0
57,91,114,1,0,0,1,0,0
196,77,47,1,0,0,1,0,0
212,50,111,1,0,0,1,0,0
11,6,8,0,0,0,1,0,0
140,204,92,1,0,0,1,0,0
122,122,18,0,0,0,1,0,0
0,6,14,0,0,0,0,0,1
0,0,29,0,0,0,0,0,1
118,130,40,1,0,0,1,0,0
53,37,44,1,0,0,1,0,0
34,32,6,0,0,0,1,0,0
113,75,98,0,0,0,1,0,0
116,75,130,0,0,0,1,0,0
147,76,126,1,0,0,1,0,0
92,39,53,0,0,0,1,0,0
71,64,214,2,0,0,1,0,0
79,33,130,0,0,0,1,0,0
34,15,49,0,0,0,1,0,0
99,48,277,1,0,0,1,0,0
84,78,119,1,0,0,1,0,0
152,76,86,1,0,0,1,0,0
84,19,33,0,0,0,1,0,0
27,0,4,1,0,0,1,0,0
64,102,32,0,0,0,1,0,0
3,53,151,1,0,0,0,0,1
72,52,44,0,0,0,1,0,0
68,3,78,0,0,0,1,0,0
42,11,27,0,0,0,1,0,0
34,31,60,0,0,0,1,0,0
57,40,41,1,0,0,1,0,0
79,41,129,0,0,0,1,0,0
121,13,134,1,0,0,1,0,0
149,31,78,0,0,0,1,0,0
54,53,170,0,0,0,1,0,0
22,6,23,0,49,0,1,0,0
0,15,10,0,0,0,0,0,1
29,7,47,1,0,0,1,0,0
49,68,130,0,0,0,1,0,0
196,143,224,0,0,0,1,0,0
55,28,87,0,0,0,1,0,0
37,19,16,1,0,0,1,0,0
34,28,40,0,0,0,1,0,0
11,58,148,1,0,0,1,0,0
0,0,69,0,0,0,0,0,1
47,0,50,1,0,0,1,0,0
39,24,68,0,0,0,1,0,0
18,35,42,0,0,0,1,0,0
7,53,162,1,0,0,1,0,0
6,37,194,0,0,0,0,0,1
11,8,48,1,0,0,1,0,0
0,0,36,0,0,0,0,0,1
10,2,16,0,0,0,1,0,0
31,14,76,0,0,0,1,0,0
54,8,72,2,0,0,1,0,0
4,0,17,0,0,0,0,0,1
49,10,156,1,0,0,1,0,0
38,24,81,0,0,0,1,0,0
17,0,9,1,0,0,1,0,0
23,43,213,0,0,0,1,0,0
18,12,93,1,0,0,1,0,0
13,0,26,0,0,0,1,0,0
27,31,158,1,0,0,1,0,0
7,8,56,1,0,0,1,0,0
1,1,43,0,0,0,0,0,1
9,0,0,1,0,0,1,0,0
16,90,29,1,0,0,1,0,0
49,67,19,0,0,0,1,0,0
38,91,164,1,0,0,1,0,0
35,45,76,1,0,0,1,0,0
132,74,197,0,0,0,1,0,0
149,76,78,1,0,0,1,0,0
210,73,132,1,0,0,1,0,0
63,60,78,0,0,0,1,0,0
188,32,44,1,0,0,1,0,0
229,93,115,0,0,0,1,0,0
82,48,98,1,0,0,1,0,0
189,47,45,1,0,0,1,0,0
147,99,112,0,0,0,1,0,0
241,77,60,1,0,0,1,0,0
119,47,72,0,0,0,1,0,0
33,19,111,1,0,0,1,0,0
3,10,50,0,0,0,0,0,1
24,37,70,0,0,0,1,0,0
31,28,95,1,0,0,1,0,0
82,67,51,1,0,0,1,0,0
60,23,6,1,0,0,1,0,0
13,63,68,0,0,0,1,0,0
147,86,0,1,0,0,1,0,0
125,109,127,0,0,0,1,0,0
14,22,144,0,0,0,1,0,0
0,13,37,0,0,0,0,0,1
27,23,23,1,0,0,1,0,0
59,16,36,1,0,0,1,0,0
5,20,9,0,0,0,0,0,1
28,0,0,1,0,0,1,0,0
20,29,9,0,0,0,1,0,0
116,46,26,1,0,0,1,0,0
49,93,110,0,0,0,1,0,0
50,37,48,1,0,0,1,0,0
18,17,48,1,0,0,1,0,0
30,0,40,0,0,0,1,0,0
0,0,58,0,0,0,0,0,1
0,0,76,0,0,0,0,0,1
0,0,42,0,0,0,0,0,1
8,24,37,0,0,0,1,0,0
110,69,100,1,0,0,1,0,0
14,0,17,0,0,0,1,0,0
34,0,0,0,0,0,1,0,0
63,0,5,0,51,0,1,0,0
41,52,115,0,62,0,1,0,0
36,62,104,1,0,0,1,0,0
109,284,186,0,0,0,1,0,0
73,51,25,0,0,0,1,0,0
4,4,5,1,0,0,0,0,1
81,35,52,0,0,0,1,0,0
23,6,1,1,0,0,1,0,0
54,92,53,0,0,0,1,0,0
88,112,221,1,0,0,1,0,0
49,24,94,0,0,0,1,0,0
110,53,64,1,0,0,1,0,0
47,27,75,0,0,0,1,0,0
80,78,77,1,0,0,1,0,0
43,27,94,1,0,0,1,0,0
41,69,67,0,0,0,1,0,0
55,65,66,1,0,0,1,0,0
96,67,68,1,0,0,1,0,0
39,70,30,1,0,0,1,0,0
11,54,6,0,0,0,1,0,0
59,41,24,1,0,0,1,0,0
171,90,53,1,0,0,1,0,0
94,71,12,0,0,0,1,0,0
120,31,90,1,0,0,1,0,0
168,104,177,1,0,0,1,0,0
127,36,22,1,0,0,1,0,0
67,8,0,0,0,0,1,0,0
23,0,0,0,0,0,1,0,0
13,30,0,1,0,0,1,0,0
152,46,187,0,0,0,1,0,0
20,9,87,1,0,0,1,0,0
67,34,48,1,0,0,1,0,0
149,63,90,0,0,0,1,0,0
117,57,105,1,0,0,1,0,0
31,37,42,1,160,0,1,0,0
40,36,42,1,0,0,1,0,0
49,28,32,1,0,0,1,0,0
38,11,31,1,0,0,1,0,0
190,117,62,0,0,0,1,0,0
45,45,73,1,0,0,1,0,0
128,76,111,0,0,0,1,0,0
121,90,114,1,0,0,1,0,0
30,83,81,0,0,0,1,0,0
105,85,134,2,0,0,1,0,0
46,66,104,0,0,0,1,0,0
103,64,79,1,0,0,1,0,0
69,62,154,0,0,0,1,0,0
174,11,151,1,0,0,1,0,0
89,8,50,0,0,0,1,0,0
83,58,49,1,103,0,1,0,0
111,31,66,1,43,0,1,0,0
26,34,2,1,0,0,1,0,0
112,35,37,1,0,0,1,0,0
114,120,20,0,0,0,1,0,0
201,248,120,1,0,0,1,0,0
59,35,126,1,0,0,1,0,0
252,93,51,0,0,0,1,0,0
84,81,84,0,0,0,1,0,0
189,143,88,1,0,0,1,0,0
156,46,94,1,0,0,1,0,0
50,2,48,0,0,0,1,0,0
102,56,173,1,0,0,1,0,0
53,69,151,0,0,0,1,0,0
68,34,128,0,0,0,1,0,0
60,78,56,1,0,0,1,0,0
285,114,123,0,0,0,1,0,0
150,78,93,0,0,0,1,0,0
199,55,97,0,0,0,1,0,0
31,31,14,1,0,0,1,0,0
232,82,48,0,0,0,1,0,0
133,124,55,1,0,0,1,0,0
109,80,100,2,0,0,1,0,0
53,23,46,0,0,0,1,0,0
44,32,87,1,0,0,1,0,0
137,144,251,1,0,0,1,0,0
192,79,40,1,0,0,1,0,0
97,134,105,2,0,0,1,0,0
173,80,31,0,0,0,1,0,0
62,31,49,0,0,0,1,0,0
43,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
47,32,13,1,0,0,1,0,0
2,17,8,0,0,0,0,1,0
9,7,72,0,0,0,1,0,0
107,108,128,0,0,0,1,0,0
41,16,50,1,0,0,1,0,0
56,0,56,0,0,0,1,0,0
52,2,9,0,0,0,1,0,0
2,16,11,0,0,0,0,0,1
5,16,5,1,0,0,0,0,1
10,16,4,0,0,0,1,0,0
14,9,2,1,0,0,1,0,0
4,3,9,0,0,0,0,0,1
19,13,1,0,0,0,1,0,0
5,15,1,0,0,0,0,0,1
1,6,5,1,0,0,0,0,1
6,7,5,0,0,0,0,0,1
9,16,2,0,0,0,1,0,0
0,4,2,0,0,0,0,0,1
30,0,5,1,0,0,1,0,0
19,0,0,0,0,0,1,0,0
4,0,7,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1
5,0,0,1,0,0,0,1,0
39,1,0,0,0,0,1,0,0
0,6,4,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1
44,2,0,1,0,0,1,0,0
60,10,31,0,0,0,1,0,0
153,65,80,1,0,0,1,0,0
103,116,61,0,0,0,1,0,0
51,41,52,0,0,0,1,0,0
59,55,60,0,0,0,1,0,0
60,56,79,1,0,0,1,0,0
64,71,32,2,0,0,1,0,0
38,67,66,1,0,0,1,0,0
28,50,63,1,0,0,1,0,0
25,52,62,1,0,0,1,0,0
192,110,41,1,0,0,1,0,0
49,41,71,0,0,0,1,0,0
139,48,82,1,0,0,1,0,0
53,25,85,1,0,0,1,0,0
91,65,40,1,90,0,1,0,0
10,20,74,1,0,0,1,0,0
19,0,67,1,0,0,1,0,0
19,5,47,0,0,0,1,0,0
25,16,122,1,0,0,1,0,0
33,24,66,0,0,0,1,0,0
57,37,92,1,0,0,1,0,0
52,32,66,0,0,0,1,0,0
33,29,27,1,0,0,1,0,0
49,39,13,1,0,0,1,0,0
58,46,22,0,0,0,1,0,0
35,64,80,1,0,0,1,0,0
180,55,108,0,0,0,1,0,0
61,59,45,0,0,0,1,0,0
213,204,171,1,0,0,1,0,0
132,67,111,1,0,0,1,0,0
132,112,153,0,0,0,1,0,0
112,82,184,1,0,0,1,0,0
82,114,232,1,0,0,1,0,0
76,39,31,0,0,0,1,0,0
66,23,43,0,0,0,1,0,0
0,3,1,0,0,0,0,1,0
19,25,34,1,0,0,1,0,0
49,77,218,0,0,0,1,0,0
0,5,90,0,0,0,0,1,0
0,0,14,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,27,0,0,0,0,1,0
0,0,5,0,0,0,0,1,0
135,97,147,1,0,0,1,0,0
63,73,86,0,0,0,1,0,0
95,158,259,1,0,0,1,0,0
62,62,151,0,0,0,1,0,0
65,40,93,1,0,0,1,0,0
31,14,147,1,0,0,1,0,0
9,129,89,1,0,0,1,0,0
40,52,91,0,0,0,1,0,0
64,96,58,0,0,0,1,0,0
88,108,40,1,0,0,1,0,0
0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1
0,0,15,0,0,0,0,1,0
0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
55,125,28,0,0,0,1,0,0
101,129,46,1,0,0,1,0,0
18,3,29,0,0,0,1,0,0
0,0,11,0,0,0,0,1,0
64,56,26,1,0,0,1,0,0
135,48,95,0,0,0,1,0,0
9,41,44,0,0,0,1,0,0
28,0,0,1,0,0,1,0,0
110,59,70,1,0,0,1,0,0
24,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1
0,0,0,0,47,0,0,0,1
0,0,0,0,45,0,0,0,1
0,0,0,0,45,0,0,0,1
0,0,0,0,45,0,0,0,1
0,0,0,0,47,0,0,0,1
10,36,32,0,45,0,1,0,0
91,53,61,0,49,0,1,0,0
78,47,89,1,0,0,1,0,0
100,178,16,1,0,0,1,0,0
45,78,61,0,0,0,1,0,0
15,33,8,0,0,0,1,0,0
48,44,48,0,0,0,1,0,0
91,52,136,0,0,0,1,0,0
150,129,136,0,0,0,1,0,0
71,95,26,1,0,0,1,0,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
11,26,1,0,0,0,1,0,0
0,49,44,0,0,0,0,1,0
15,61,32,1,0,0,1,0,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
19,4,9,0,0,0,1,0,0
44,147,65,1,0,0,1,0,0
125,104,114,0,0,0,1,0,0
15,0,26,0,0,0,1,0,0
13,0,17,0,0,0,1,0,0
0,4,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1
0,13,0,0,0,0,0,0,1
0,13,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1
0,35,21,0,0,0,0,0,1
19,23,127,0,0,0,1,0,0
0,0,42,0,0,0,0,1,0
0,0,14,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,13,0,0,0,0,1,0
32,74,84,0,0,0,1,0,0
47,91,103,1,0,0,1,0,0
0,0,7,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,10,0,0,0,0,1,0
0,0,21,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
19,62,25,0,0,0,1,0,0
23,176,35,1,0,0,1,0,0
53,64,160,0,0,0,1,0,0
87,76,149,0,0,0,1,0,0
14,14,39,0,0,0,1,0,0
0,2,0,0,0,0,0,1,0
35,70,35,1,0,0,1,0,0
39,41,21,0,0,0,1,0,0
5,1,8,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
17,0,15,1,0,0,1,0,0
19,0,15,0,0,0,1,0,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,9,0,0,0,0,1,0
0,0,4,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
3,4,4,0,0,0,0,1,0
32,157,38,0,0,0,1,0,0
76,172,37,1,0,0,1,0,0
0,0,4,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
58,167,12,0,0,0,1,0,0
173,133,160,1,0,0,1,0,0
47,97,137,0,0,0,1,0,0
19,30,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,1
28,9,23,1,0,0,1,0,0
160,38,124,1,0,0,1,0,0
6,0,3,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1
9,0,8,1,0,0,1,0,0
166,77,106,0,0,0,1,0,0
70,52,61,1,0,0,1,0,0
55,51,27,0,0,0,1,0,0
20,0,45,0,0,0,1,0,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
11,11,58,0,0,0,1,0,0
5,65,6,1,0,0,0,1,0
0,1,0,0,0,0,0,1,0
0,32,59,0,0,0,0,1,0
0,6,4,0,0,0,0,1,0
33,70,42,1,0,0,1,0,0
30,21,0,0,0,0,1,0,0
0,13,5,0,0,0,0,1,0
0,0,11,0,0,0,0,1,0
0,0,4,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
45,72,0,0,0,0,1,0,0
34,185,16,1,0,0,1,0,0
73,102,0,0,0,0,1,0,0
0,0,0,0,0,0,0,1,0
12,4,0,0,0,0,1,0,0
34,7,6,0,0,0,1,0,0
158,21,44,1,0,0,1,0,0
106,24,43,0,0,0,1,0,0
3,34,63,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1
1,13,16,0,0,0,0,0,1
63,36,120,1,0,0,1,0,0
24,0,68,0,0,0,1,0,0
4,0,24,0,0,0,0,1,0
0,0,15,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
0,3,47,0,0,0,0,1,0
0,24,97,0,0,0,0,1,0
0,40,68,0,0,0,0,1,0
0,0,40,0,0,0,0,1,0
0,52,103,0,0,0,0,1,0
0,51,66,0,0,0,0,1,0
0,7,9,0,0,0,0,1,0
0,3,39,0,0,0,0,1,0
0,50,92,0,0,0,0,1,0
0,0,35,0,0,0,0,1,0
0,27,34,0,0,0,0,1,0
0,9,83,0,0,0,0,1,0
0,0,12,0,0,0,0,1,0
0,0,22,0,0,0,0,1,0
0,6,41,0,0,0,0,1,0
0,0,2,0,0,0,0,1,0
0,12,0,0,0,0,0,1,0
0,25,54,0,0,0,0,1,0
0,10,57,0,0,0,0,1,0
0,0,3,0,0,0,0,1,0
0,0,11,0,0,0,0,1,0
0,0,38,0,0,0,0,1,0
0,0,28,0,0,0,0,1,0
0,3,66,0,0,0,0,1,0
0,4,22,0,0,0,0,1,0
0,4,158,0,0,0,0,1,0
0,6,102,0,0,0,0,1,0
0,0,55,0,0,0,0,1,0
0,0,65,0,0,0,0,1,0
0,0,14,0,0,0,0,1,0
0,0,72,0,0,0,0,1,0
4,7,87,0,0,0,0,1,0
17,16,137,1,0,0,1,0,0
59,146,233,0,0,0,1,0,0
76,57,67,0,0,0,1,0,0
86,24,25,1,0,0,1,0,0
10,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0
35,152,40,0,0,0,1,0,0
46,216,49,1,0,0,1,0,0
86,148,66,0,0,0,1,0,0
12,11,50,0,0,0,1,0,0
27,62,161,1,0,0,1,0,0
124,89,143,0,0,0,1,0,0
28,28,26,0,0,0,1,0,0
0,0,0,0,0,0,0,0,1
